Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text
Mlado-Leto-DRUGODCD001,Brina / Mlado Leto DRUGODCD001,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Slovenia, 2004<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),DruGod
Montgolfires-LBLC-2519,Gianmaria Testa / Montgolfières LBLC 2519,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 1995<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Indigo (12)
10000-Paces-CALP010,Omega (5) / 10.000 Paces CALP010,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2011<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Moiras Records
Hazam-Edes-Felem-BP-026,"Kövesdi István, Varga Miklós / „Hazám, Édes Felem...“ BP 026",1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Póker Kulturális És Szolgáltató Szervező Kisszövetkezet
Egy-Kiallitas-Kepei,"Modest Mussorgsky, Leonard Bernstein, New York Philharmonic / Egy Kiállítás Képei / Éj A Kopár Hegyen SLPXL 12604",1,793.62,793.62,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton
Die-Goldenen-Super-20-25-207-XU,Mireille Mathieu / Die Goldenen Super 20 25 207 XU,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1977<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Ariola
he-Hits-Of-The-Swinging-Blue-Jeans-1A-046-1067941,The Swinging Blue Jeans / The Hits Of The Swinging Blue Jeans 1A 046 1067941,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Netherlands, 1983<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),EMI
Jazz-La-Carte-8115-0170,Various / Jazz À La Carte 8115 0170,1,9523.44,9523.44,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Panton
Wall-Of-Hits-PL-MMC-9505,Slade / Wall Of Hits PL MMC 9505,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1992<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),MMC Records (2)
ai-No-A-Zsidono-Gyongyhalaszok-Carmen-SLPDL-12938,"Placido Domingo, Carlo Maria Giulini, Los Angeles Philharmonic Orchestra / Szerelmi Bájital • Lammermoori Lucia • Ernani • A Trubadúr • Aida • Az Afrikai Nő • A Zsidónő • Gyöngyhalászok • Carmen SLPDL 12938",1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Classical","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1981<br /><br />0129",Insert van! ,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Hungaroton
Deep-Cut-LSPLP-103,E.F. Band / Deep Cut LSPLP 103,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Sweden, 1982<br /><br />0129",,NaN,db,0.2,Good Plus (G+),Very Good Plus (VG+),Ewita
Fats-Domino-30-179-6,Fats Domino / Fats Domino 30 179 6,1,793.62,793.62,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1980<br /><br />0129",,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),United Artists Records
Greatest-Love-Songs-EMTV-35,Nat King Cole / Greatest Love Songs EMTV 35,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1982<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Capitol Records, EMI"
Bad-Animals-24-0766-1,Heart / Bad Animals 24 0766 1,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1987<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"Capitol Records, Capitol Records, Capitol Records"
Hooray-For-Hollywood-823-219-1,The Star Sisters / Hooray For Hollywood 823 219-1,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1984<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"CNR, Stars On 45"
Farben-INT-160234,Reinhard Mey / Farben INT 160.234,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1990<br /><br />0129",Insert megvan szép állapotban van!,NaN,db,0.2,Good (G),Near Mint (NM or M-),Intercord
Unforgettable-ST-27538,Nat King Cole / Unforgettable ST 27538,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 0<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Capitol Records
Jorge-Santana-TOM-7020,Jorge Santana / Jorge Santana TOM-7020,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1978<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Good (G),Near Mint (NM or M-),"Tomato, Tomato"
Tropico-206-582,Pat Benatar / Tropico 206 582,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1984<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),Chrysalis
Some-Come-Running-551-1,Jim Capaldi / Some Come Running 551-1,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Netherlands, 1988<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Jaws Records (2)
El-Loco-WB-56929,ZZ Top / El Loco WB 56929,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),"Suzy, Warner Bros. Records"
24-Nights-7599-26420-1,Eric Clapton / 24 Nights 7599-26420-1,1,25792.65,25792.65,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK & Europe, 1991<br /><br />0129",Az  eredeti belső tokok is nagyon jó állapotban vannak!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Reprise Records, Reprise Records, Reprise Records, Duck Records (2), Duck Records (2), Duck Records (2)"
Kassak-Versei-LPX-14056,"Kassák Lajos, Latinovits Zoltán / Kassák Versei LPX 14056",1,2777.67,2777.67,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Non-Music","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1987<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Hungaroton, Magyar Rádió"
Greatest-Hits-N-83-33002,Trini Lopez / Greatest Hits N 83 33002,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France, 0<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Neon (2), Neon (2)"
So-SLPXL-37140,Peter Gabriel / So SLPXL 37140,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Good Plus (G+),Very Good Plus (VG+),"Gong, Virgin"
Under-The-Rainbow-Moiras-009-LP,Scampolo / Under The Rainbow Moiras 009 LP,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 2009<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Moiras Records
The-Blues-World-Of-Eric-Clapton-K16P-90678,Eric Clapton / The Blues World Of Eric Clapton K16P-9067~8,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1975<br /><br />0129",Yes OBI! No Insert!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),London Records
Modr-Efekt-Radim-Hladik-1-13-1777,"The Blue Effect, Radim Hladík / Modrý Efekt & Radim Hladík 1 13 1777",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1978<br /><br />0129",Insert megvan.szép állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Supraphon, Supraphon, Gramofonový Klub"
Trans-Am-Dancing-Vit-2001-C,Friends (13) / Trans Am Dancing Vit 2001-C,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Canada, 1979<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Vitamin Music, Vitamin Music"
Krzaki-SX-T24,Krzak / Krzak'i SX-T24,1,2777.67,2777.67,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1983<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Tonpress
Oliver-SLPM-16700,Lionel Bart / Olivér SLPM 16700,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1985<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Qualiton
Nem-Elhetek-Muzsikaszo-Nelkul-SLPM-10207,Bessenyei Ferenc / Nem Élhetek Muzsikaszó Nélkül SLPM 10207,1,793.62,793.62,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Qualiton
arovne-Klavesy-9116-0818,Tomáš Seidmann / Čarovné Klávesy 9116 0818,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1980<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Opus
SBB-1-13-2218,SBB / SBB 1 13 2218,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1979<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon
Jazzrockova-Dilna-Jazzrock-Workshop-11-0572,Various / Jazzrocková Dílna = Jazzrock Workshop 11 0572,1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1977<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton
Nova-Synteza-2-11-0489,"Czechoslovak Radio Jazz Orchestra, The Blue Effect / Nová Syntéza 2 11 0489",1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1975<br /><br />0129",Insert megvan.szép állapotban van!,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Panton
Nova-Synteza-11-0288,The Blue Effect / Nová Syntéza 11 0288,1,27776.7,27776.7,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1975<br /><br />0129",,NaN,db,0.2,Good (G),Near Mint (NM or M-),Panton
SBB-8-55-631,SBB / SBB 8 55 631,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in German Democratic Republic (GDR), 1978<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),AMIGA
Karacsonyi-Album-SLPM-17868,"Bojtorján, Halász Judit, Dániel Benkő, Bakfark Consort / Karácsonyi Album SLPM 17868",1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1984<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit
Mondd-Mit-Er-Egy-Falat-Kenyer-SLPM-17974,"Various / Mondd, Mit Ér Egy Falat Kenyér? SLPM 17974",1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1985<br /><br />0129",Insert megvan.szép állapotban van!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Favorit
IX-Magyarorszagi-Tanchaz-Talalkozo,Various / IX. Magyarországi Táncház Találkozó / Ninth Hungarian Dance-House Festival SLPX 18190,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton
epdalok-Hungarian-Christmas-Folk-Songs-SLPM-17888,"Márta Sebestyén, Levente Szörényi / Jeles Napok = High Days (Karácsonyi Magyar Népdalok = Hungarian Christmas Folk Songs) SLPM 17888",1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1984<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Bravo
Ibolyatakaro-SLPX-14126,Vitai Ildikó / Ibolyatakaró SLPX 14126,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Children's","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1989<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Hungaroton
Back-To-The-Egg-EPS-81200,Wings (2) / Back To The Egg EPS-81200,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1979<br /><br />0129","Insert yes, OBI yes! Az  eredeti belső tok is nagyon jó állapotban van!",NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"MPL (2), Odeon"
Fekete-Arany-LPM-001,Aradszky László / Fekete Arany LPM-001,1,4761.72,4761.72,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1989<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Média Kiadó
Originalni-Prask-Synkopick-Orchestr-1115-2654,Originální Pražský Synkopický Orchestr / Originální Pražský Synkopický Orchestr 1115 2654,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1980<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),"Supraphon, Gramofonový Klub"
So-Excited-9113-1524,Pointer Sisters / So Excited 9113 1524,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1985<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Opus, RCA"
Nostalgick-Klavir,"Jiří Malásek, Václav Hybš Orchestra / Nostalgický Klavír / Piano In Nostalgia 1113 2933",1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1982<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon
Samantha-Fox-626531,Samantha Fox / Samantha Fox 6.26531,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1987<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Jive, Jive"
Gloria-Gaynor-11549,Gloria Gaynor / Gloria Gaynor ВТА 11549,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Bulgaria, 1987<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Балкантон
Country-SLPX-17695,100 Folk Celsius / Country SLPX 17695,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Start (2)
Barcelona-Gold-9362-45046-1,Various / Barcelona Gold 9362-45046-1,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1992<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Warner Bros. Records
Film-Melodies-1-13-1805,Helena Vondráčková / Film Melodies 1 13 1805,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1976<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Supraphon
Perfect-Strangers-2420287,Deep Purple / Perfect Strangers 2420287,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1985<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"PGP RTB, Polydor"
Fine-Fine-Line-206-186-320,Andy Fraser / Fine Fine Line 206 186-320,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1984<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Island Records, Island Records"
Heiter-Bis-Wolkig-JA-7029,Westwind (9) / Heiter Bis Wolkig JA-7029,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1980<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Ja-Records
It-Shouldve-Happened-A-Long-Time-Ago-ECM-1283,Paul Motian Trio / It Should've Happened A Long Time Ago ECM 1283,1,14681.97,14681.97,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1985<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"ECM Records, ECM Records"
Memories-SLPXL-17929,Barbra Streisand / Memories SLPXL 17929,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1985<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong
Cats-SLPM-17837,Andrew Lloyd Webber / Cats SLPM 17837,1,793.62,793.62,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Stage & Screen","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1984<br /><br />0129",Insert megvan.szép állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Favorit
Szivemben-Zengo-Dal-SLPX-17581,Kati Kovács / Szívemben Zengő Dal SLPX 17581,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1979<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita
Koncert-V-Praze-In-Prague-Live-1113-3278,Johnny Cash / Koncert V Praze = In Prague Live 1113 3278,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1983<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"Supraphon, CBS"
Jennifer-Rush-International-Version-SLPXL-37040,Jennifer Rush / Jennifer Rush (International Version) SLPXL 37040,1,1587.24,1587.24,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Gong, CBS"
Systems-Of-Romance-26-453-XOT,Ultravox / Systems Of Romance 26 453 XOT,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1978<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van! No insert!,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),Island Records
Doctor-Dream-9113-1148,Miroslav Žbirka / Doctor Dream 9113 1148,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1983<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Opus
From-Abraxas-To-VeracruZ-CBS-SAMP-26011,Santana / From Abraxas To VeracruZ CBS SAMP 26011,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1987<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),CBS
