Cikkszám,Termék Név,Státusz,Nettó Ár,Bruttó Ár,Kategória,Rövid Leírás,Hosszú leírás,Kép link,Egység,Tömeg,Paraméter: Lemez állapota||text,Paraméter: Borító állapota||text,Paraméter: Label||text
Confessions-Remixed-0-42916,Madonna / Confessions Remixed 0-42916,1,51585.3,51585.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2006<br /><br />0129",Új fóliás termék!!A bóritó sarkain nagyon  enyhe nyomodás! A gyári fólia fólia néhol elengedett!,NaN,db,0.2,Mint (M),Mint (M),"Warner Bros. Records, Warner Bros. Records"
One-Two-Three-VIL-6065,One-Two-Three / One-Two-Three VIL-6065,1,21824.55,21824.55,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1983<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Prelude Records
Get-Ready-ALI-13011,Carol Hitchcock / Get Ready ALI-13011,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),PWL Empire
Midnight-Madness-25AP-2702,Night Ranger / Midnight Madness 25AP 2702,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1983<br /><br />0129",No OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),CBS/Sony
Selections-WWS-63051,Huey Lewis & The News / Selections WWS-63051,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1985<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis
American-Gangster-Acappella-B0010522-01,Jay-Z / American Gangster Acappella B0010522-01,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 2007<br /><br />0129",Új fóliás termék!,NaN,db,0.2,Mint (M),Mint (M),Roc-A-Fella Records
Friend-Or-Foe-CBS-25040,Adam Ant / Friend Or Foe CBS 25040,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1982<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),CBS
Tonight-ZYX-23018-1,Savage / Tonight ZYX 23018-1,1,9523.44,9523.44,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 2017<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),ZYX Music
Misdemeanor-WWS-91153,UFO (5) / Misdemeanor WWS-91153,1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1985<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis
Straight-Ahead-S-1001,Zenit (4) / Straight Ahead S 1001,1,47617.2,47617.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Austria, 1986<br /><br />0129", Yes Insert!,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),"Spray Records, Spray Records"
Actually-SLPXL-37186,Pet Shop Boys / Actually SLPXL 37186,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1987<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, Parlophone"
Appetite-For-Destruction-924-138-1,Guns N' Roses / Appetite For Destruction 924 138-1,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1989<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),"Geffen Records, Jugoton"
Bicycle-Race-LP-106,Queen / Bicycle Race LP - 106,1,119043.0,119043.0,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Turkey, 1978<br /><br />0129",,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),"Pacific (2), Pacific (2)"
Ujra-Itt-Vagyok-SLPM-17998,Aradszky László / Újra Itt Vagyok SLPM 17998,1,1190.43,1190.43,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita
Black-Metal-NEAT-1005,Venom (8) / Black Metal NEAT 1005,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Italy, 1982<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),Neat Records
Die-MenschMaschine-1-C-058-32-843,Kraftwerk / Die Mensch•Maschine 1 C 058-32 843,1,31744.8,31744.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1978<br /><br />0129",A bóritó elején 3x3 cm es sérülés! Itt fehér a boritó le van kaparva a festék. Kérésre küldök képet! Az  eredeti belső tok is  jó állapotban van!,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),"Kling Klang, Kling Klang, EMI Electrola"
Nude-253P-5160,Dead Or Alive / Nude 25・3P-5160,1,19840.5,19840.5,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1988<br /><br />0129",Yes OBI! Yes Insert! No poszter!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic
The-Broadway-Album-CBS-86322,Barbra Streisand / The Broadway Album CBS 86322,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1986<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"CBS, Suzy"
A-Kind-Of-Hush-SP-4581,Carpenters / A Kind Of Hush SP 4581,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1976<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records
Rock-On-With-The-Shadows-1A022-58055,The Shadows / Rock On With The Shadows 1A022-58055,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Pop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Netherlands, 1980<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Music For Pleasure, EMI"
The-Concerts-In-China-3220117,Jean-Michel Jarre / The Concerts In China 3220117,1,5158.53,5158.53,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129",Az  eredeti belső tokok is nagyon jó állapotban van!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Polydor"
Take-A-Little-Rhythm-AMP-28001,Ali Thomson / Take A Little Rhythm AMP-28001,1,3571.29,3571.29,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1980<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),A&M Records
Wonderful-Life-SLPXL-37217,Black (2) / Wonderful Life SLPXL 37217,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1988<br /><br />0129",,NaN,db,0.2,Very Good (VG),Near Mint (NM or M-),"Gong, A&M Records"
Kingdom-Blow-25PP-202,Kurtis Blow / Kingdom Blow 25PP-202,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Hip Hop","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Mercury
Comedy-395222-1,Black (2) / Comedy 395222-1,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1988<br /><br />0129",Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),"A&M Records, A&M Records"
Omega-8-Csillagok-Utjan-SLPX-17570,Omega (5) / Omega 8: Csillagok Útján SLPX 17570,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1978<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Pepita
In-Ogni-Senso-SLPXL-37453,Eros Ramazzotti / In Ogni Senso SLPXL 37453,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Gong
The-Ravel-Album-PL-13412-AS,Tomita / The Ravel Album PL 13412 AS,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1979<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"RCA Victor, RCA"
Living-Eyes-2420023,Bee Gees / Living Eyes 2420023,1,1984.05,1984.05,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Polydor, RSO"
Arrested-The-Music-Of-The-Police-RPL-8190,Royal Philharmonic Orchestra / Arrested (The Music Of The Police) RPL-8190,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1983<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),RCA
Victim-Of-Love-Limited-Edition-Remix-INT-126867,Erasure / Victim Of Love (Limited Edition Remix) INT 126.867,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1987<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Mute, Mute"
Chnd-Binod-Folk-Ballads-of-Mymensingh-ECSD-2549,Nirmalendu Chowdhury / Chānd Binod (Folk Ballads of Mymensingh) ECSD 2549,1,13888.35,13888.35,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Folk, World, & Country","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1977<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),His Master's Voice
Ancora-Da-Capo-1115-3014,Ganelin Trio / Ancora Da Capo 1115 3014,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czechoslovakia, 1989<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Supraphon
Organisation-For-Fun-ZYX-20100,Off / Organisation For Fun ZYX 20.100,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1988<br /><br />0129",,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),"ZYX Records, ZYX Records"
Witkacy-Peyotl,Tomasz Stańko / Witkacy Peyotl / Freelectronic PSJ-154,1,23808.6,23808.6,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PolJazz, PolJazz"
A-Momentary-Lapse-Of-Reason-SLPXL-37172,Pink Floyd / A Momentary Lapse Of Reason SLPXL 37172,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1987<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"Gong, EMI"
Crazy-World-SLPXL-37497,Scorpions / Crazy World SLPXL 37497,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Gong
Seventh-Son-Of-A-Seventh-Son-SLPXL-37213,Iron Maiden / Seventh Son Of A Seventh Son SLPXL 37213,1,15872.4,15872.4,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1989<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Gong
Black-Sabbath-832-702-1,Black Sabbath / Black Sabbath 832 702-1,1,17459.64,17459.64,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Europe, 1987<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Vertigo
A-,"László Dubrovay / ""A² ""/ Oscillations Nos. 1-3 SLPX 12030",1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1979<br /><br />0129",,NaN,db,0.2,Very Good (VG),Very Good Plus (VG+),Hungaroton
Seventh-Star-2223481,"Black Sabbath, Tony Iommi / Seventh Star 2223481",1,17856.45,17856.45,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1986<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"PGP RTB, Philips"
Blaze-Of-Glory-SLPXL37475,Jon Bon Jovi / Blaze Of Glory SLPXL37475,1,7936.2,7936.2,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Hungary, 1990<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Gong
In-Spite-Of-Harrys-Toe-Nail-SF-8261,Gnidrolog / ...In Spite Of Harry's Toe-Nail SF 8261,1,71425.8,71425.8,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1972<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),RCA Victor
Kiss-Her-C12Y0265,Jane Hill / Kiss Her C12Y0265,1,11904.3,11904.3,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Canyon International
Dont-Let-Go-ALI-13009,Tasha (5) / Don't Let Go ALI-13009,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1987<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Alfa International
19-The-Final-Story-WWS-63050,Paul Hardcastle / 19 (The Final Story) WWS-63050,1,11110.68,11110.68,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1985<br /><br />0129",No OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Chrysalis
Tug-Of-War-EPS-81485,Paul McCartney / Tug Of War EPS-81485,1,9920.25,9920.25,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129",No OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),"Odeon, MPL (2)"
Brand-New-Lover-123P-768,"Dead Or Alive, Dead Or Alive / Brand New Lover = ブランド・ニュー・ラヴァー 12・3P-768",1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Electronic","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1986<br /><br />0129",No OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Epic
Our-Masters-Voice-PSJ-186,Free Cooperation / Our Master's Voice PSJ 186,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland, 1988<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),Poljazz
Amigos-25AP-827,Santana / Amigos 25AP 827,1,6745.77,6745.77,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1978<br /><br />0129",No OBI! Yes Insert! Az  eredeti belső tok is nagyon jó állapotban van!,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),CBS/Sony
Bad-Boy-2344-109,Ringo Starr / Bad Boy 2344 109,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in India, 1978<br /><br />0129",,NaN,db,0.2,Near Mint (NM or M-),Near Mint (NM or M-),Polydor
Greatest-Hits-2221217,Rita Coolidge / Greatest Hits 2221217,1,2380.86,2380.86,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Yugoslavia, 1982<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),"PGP RTB, A&M Records"
King-Of-The-Blues-1989-MCA-42183,B.B. King / King Of The Blues: 1989 MCA-42183,1,5952.15,5952.15,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Blues","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in US, 1988<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Very Good Plus (VG+),MCA Records
My-Real-Name-Is-arold-SF-8283,Allan Clarke / My Real Name Is 'arold SF 8283,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Rock","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in UK, 1972<br /><br />0129",Insert megvan szép állapotban van!,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),RCA Victor
With-Strings-0068239,Art Van Damme / With Strings 0068.239,1,3968.1,3968.1,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Jazz","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany, 1979<br /><br />0129",,NaN,db,0.2,Very Good Plus (VG+),Near Mint (NM or M-),"MPS Records, MPS Records"
Heartbreaker-25RS-176,Dionne Warwick / Heartbreaker 25RS-176,1,3174.48,3174.48,"Használt bakelit/vinyl lemezek, CD-k és kazetták|Funk / Soul","A lemez állapotát szemrevételezés alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Japan, 1982<br /><br />0129",Yes OBI! Yes Insert!,NaN,db,0.2,Near Mint (NM or M-),Very Good Plus (VG+),Arista
