"Cikkszám","Termék Név","Státusz","Nettó Ár","Bruttó Ár","Kategória","Rövid Leírás","Kép link","Egység","Tömeg","Paraméter: Lemez állapota||text","Paraméter: Borító állapota||text","Paraméter: Műfaj||text","Paraméter: Label||text","Paraméter: Kiadó ország||text","Paraméter: Formátum||text","Paraméter: Megjegyzés||text","Paraméter: Polchely||text"
"ac-dc-back-in-black","AC/DC Back in Black 5099751076513","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2003<br /><br />0072","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/ac-dc-back-in-black.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-back-in-black_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-back-in-black_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"ac-dc-highway-to-hell","AC/DC Highway To Hell 5099751076414","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU <br /><br />070","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/ac-dc-highway-to-hell.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-highway-to-hell_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-highway-to-hell_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"ac-dc-iron-man","AC/DC Iron Man 2 886976615819","2","13499","13499","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2010<br /><br />Dupla lemezes <br /><br />0069","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/ac-dc-iron-man.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-iron-man_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-iron-man_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"ac-dc-pwr-up","AC/DC PWR Up 19439816651","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2020<br /><br />0071","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/ac-dc-pwr-up.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-pwr-up_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ac-dc-pwr-up_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"black-sabbath-paranoid","Black Sabbath / Paranoid 4050538637007","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland 2015<br /><br />0079","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/black-sabbath-paranoid.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/black-sabbath-paranoid_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/black-sabbath-paranoid_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/black-sabbath-paranoid_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"black-sabbath-vol-4","Black Sabbath Vol 4 BMGCAT487","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Poland 2015<br /><br />0080","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/black-sabbath-vol-4.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/black-sabbath-vol-4_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/black-sabbath-vol-4_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"bruce-springsteen-only-the-strong-survive","Bruce Springsteen / Only The Strong Survive 19658756361","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2022<br /><br />0090","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/bruce-springsteen-only-the-strong-survive.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bruce-springsteen-only-the-strong-survive_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bruce-springsteen-only-the-strong-survive_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bruce-springsteen-only-the-strong-survive_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/bruce-springsteen-only-the-strong-survive_altpic_4.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0090"
"coldplay-music-of-the-spheres","Coldplay / Music Of The Spheres 0190296666964","2","7499","7499","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 2021<br /><br />0050","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/coldplay-music-of-the-spheres.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/coldplay-music-of-the-spheres_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/coldplay-music-of-the-spheres_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/coldplay-music-of-the-spheres_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"david-bowie","David Bowie / The Rise and Fall Of Ziggy Stardust and the spiders From Mars DB69734","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />2015<br /><br />0091","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/david-bowie.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/david-bowie_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/david-bowie_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0091"
"experience-hendrix-the-best-of-jimi-hendrix","Experience Hendrix / The Best Of Jimi Hendrix 88985447871","2","9499","9499","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2017<br /><br />Dupla lemezes <br /><br />0081","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/experience-hendrix-the-best-of-jimi-hendrix.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/experience-hendrix-the-best-of-jimi-hendrix_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/experience-hendrix-the-best-of-jimi-hendrix_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/experience-hendrix-the-best-of-jimi-hendrix_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Fleetwood-Mac-Greatest-Hits","Fleetwood Mac / Greatest Hits 8122795935","2","7499","7499","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Netherlands <br /><br />0056","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Fleetwood-Mac-Greatest-Hits.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Fleetwood-Mac-Greatest-Hits_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Fleetwood-Mac-Greatest-Hits_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Fleetwood-Mac-Greatest-Hits_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Fleetwood-Mac-Greatest-Hits_altpic_4.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"fleetwood-mac-rumours","Fleetwood Mac / Rumours 9362-49793-5","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in EU 2009<br /><br />0092","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/fleetwood-mac-rumours.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/fleetwood-mac-rumours_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/fleetwood-mac-rumours_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0092"
"Ghost-Impera","Ghost / Impera LVR02408","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2022<br /><br />0063","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Ghost-Impera.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Ghost-Impera_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Ghost-Impera_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Ghost-Impera_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"green-day-dookie","Green Day / Dookie 9362-49869-5","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2008<br /><br />0087","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/green-day-dookie.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/green-day-dookie_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/green-day-dookie_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Iron-Maiden-From-Fear-To-Eternity","Iron Maiden / From Fear To Eternity / The Best Of 1990-2010 50999 0273651 8","2","19999","19999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2011<br /><br />3 LP<br /><br />0055","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Iron-Maiden-From-Fear-To-Eternity.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Iron-Maiden-From-Fear-To-Eternity_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Iron-Maiden-From-Fear-To-Eternity_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Iron-Maiden-From-Fear-To-Eternity_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Iron-Maiden-From-Fear-To-Eternity_altpic_4.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"ismeros-arcok-eberalom","Ismerős arcok / Èberálom GR 205","2","13999","13999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Dupla lemezes <br /><br />Made in EU 2022<br /><br />0103","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/ismeros-arcok-eberalom.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ismeros-arcok-eberalom_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ismeros-arcok-eberalom_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/ismeros-arcok-eberalom_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0103"
"joy-divison-unknown-pleasures_","Joy Division / Unknown Pleasures 825646183906","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />2007<br /><br />Fólia sérült <br /><br />0078","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/joy-divison-unknown-pleasures_.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/joy-divison-unknown-pleasures__altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/joy-divison-unknown-pleasures__altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"led-zeppelin-classic","Led Zeppelin 8122796577","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />0083","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/led-zeppelin-classic.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin-classic_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin-classic_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"led-zeppelin","Led Zeppelin 8122796641","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU <br /><br />0082","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/led-zeppelin.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"led-zeppelin-2","Led Zeppelin II 8122796640","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />0084","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/led-zeppelin-2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin-2_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/led-zeppelin-2_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"metallica-the-black-album","Metallica / The Black Album BLCKND008R-1","2","12999","12999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 2021<br /><br />Dupla lemezes <br /><br />0095","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/metallica-the-black-album.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/metallica-the-black-album_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/metallica-the-black-album_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/metallica-the-black-album_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0095"
"moby-dick-ugass-kutya","Moby Dick / Ugass kutya! 5998856550143","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />0099","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/moby-dick-ugass-kutya.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/moby-dick-ugass-kutya_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/moby-dick-ugass-kutya_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0099"
"motorhead-bastards","Motörhead / Bastards GCR 20002-1N","2","7999","7999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EEC 2013<br /><br />0085","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/motorhead-bastards.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-bastards_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-bastards_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-bastards_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"motorhead-everything-louder-forever","Motörhead / Everything Louder Forever BMGCAT522DLP","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Czech Republic 2021<br /><br />Dupla lemezes <br /><br />0086","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/motorhead-everything-louder-forever.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-everything-louder-forever_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-everything-louder-forever_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-everything-louder-forever_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/motorhead-everything-louder-forever_altpic_4.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"nirvana-nevermind","Nirvana / Nevermind 00720642442517","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in France 1991<br /><br />0067","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/nirvana-nevermind.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/nirvana-nevermind_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/nirvana-nevermind_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Pink-Floyd-Animals","Pink Floyd / Animals 2018 Remix PFRLP28","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the Netherlands 2022<br /><br />0057","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Pink-Floyd-Animals.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Animals_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Animals_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Animals_altpic_3.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Animals_altpic_4.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Pink-Floyd-Meddle","Pink Floyd / Meddle PFRLP6","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2016<br /><br />0058","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Pink-Floyd-Meddle.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Meddle_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Meddle_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Pink-Floyd-Meddle_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Queen-Greatest-Hits","Queen / Greatest Hits 0602557048414","2","14999","14999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2016<br /><br />Dupla lemezes <br /><br />0053","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Queen-Greatest-Hits.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Queen-Greatest-Hits-II","Queen / Greatest Hits II 0602557048445","2","13999","13999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2016<br /><br />Dupla lemezes <br /><br />0054","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Queen-Greatest-Hits-II.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits-II_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits-II_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Queen-Greatest-Hits-II_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"rage-against-the-machine","Rage Against The Machine 888751117518","2","9999","9999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU 2015<br /><br />0089","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/rage-against-the-machine.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rage-against-the-machine_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/rage-against-the-machine_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0089"
"Rammstein-Zeit","Rammstein / Zeit 0602445085019","2","16999","16999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 2022<br /><br />0052","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Rammstein-Zeit.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Rammstein-Zeit_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Rammstein-Zeit_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Rammstein-Mutter","Rammstein/ Mutter 2729669","2","18999","18999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in the EU 2015<br /><br />Dupla lemezes <br /><br />0051","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Rammstein-Mutter.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Rammstein-Mutter_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Rammstein-Mutter_altpic_2.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Rammstein-Mutter_altpic_3.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Red-Hot-Chili-Peppers-Californication","Red Hot Chili Peppers / Californication 093624738619","2","11999","11999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in Germany 1999<br /><br />0048","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Red-Hot-Chili-Peppers-Californication.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Red-Hot-Chili-Peppers-Californication_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Red-Hot-Chili-Peppers-Californication_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"Red-Hot-Chili-Peppers-Greatest-Hits","Red Hot Chili Peppers / Greatest Hits 093624854517","2","12999","12999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in The EU <br /><br />0049","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/Red-Hot-Chili-Peppers-Greatest-Hits.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Red-Hot-Chili-Peppers-Greatest-Hits_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/Red-Hot-Chili-Peppers-Greatest-Hits_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","",""
"sex-action-mocskos-elet","Sex Action / Mocskos élet GR217","2","10999","10999","Új bakelit/vinyl lemezek és CD-k|Rock, metál és blues ÚJ LP","A lemez állapotát szemrevètelezès alapján állapítottam meg. Kérem ennek tudatában vásároljon.<br /><br />Made in EU 2023<br /><br />0104","http://www.lemezordog.hu/shop_ordered/81963/shop_pic/sex-action-mocskos-elet.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/sex-action-mocskos-elet_altpic_1.jpg|http://www.lemezordog.hu/shop_ordered/81963/shop_altpic/sex-action-mocskos-elet_altpic_2.jpg","db","0.2","Bontatlan, gyárilag fóliázott","Bontatlan, gyárilag fóliázott ","","","","","","0104"
